family_combined,name,cost_unit,qtt,cost,description,creation_date,modification_date,billed_person_id,customer_name
1 - Licenses and options,Hébergement Coeur de système - Téléphonie IP,15.0,1.0,15.0,,2020-10-29 16:17:56,2024-03-26 16:49:22,737323,FRACHT FRANCE Blagnac
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,16.0,7.0,112.0,,2020-10-29 16:18:59,2024-03-26 16:49:22,737323,FRACHT FRANCE Blagnac
3 - Access links,Accès Internet - Fibre Dédiée FTTO - 100 Mbps - Symétrique et garanti,295.0,1.0,295.0,,2020-10-29 16:07:20,2024-03-26 16:49:22,737323,FRACHT FRANCE Blagnac
5 - Service Pack,4 adresses IP publique IPV4,12.0,1.0,12.0,,2020-10-29 16:07:20,2024-03-26 16:49:22,737323,FRACHT FRANCE Blagnac
1 - Licenses and options,Application Softphone Doko,0.0,2.0,0.0,,2023-12-18 11:43:09,2024-03-26 16:51:13,1371747,FRACHT FRANCE Dunkerque
1 - Licenses and options,Hébergement Coeur de système - Téléphonie IP,0.0,1.0,0.0,,2023-12-18 11:43:09,2024-03-26 16:51:13,1371747,FRACHT FRANCE Dunkerque
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,15.0,2.0,30.0,,2023-12-18 11:43:09,2024-03-26 16:51:13,1371747,FRACHT FRANCE Dunkerque
3 - Access links,Accès Internet - Fibre Mutualisée FTTH - 1 Gbps Max,59.0,1.0,59.0,,2024-01-04 09:25:20,2024-03-26 16:52:16,1371747,FRACHT FRANCE Dunkerque
6 - Hardware,Routeur Internet - Supervision - Compatible VRRP,5.0,1.0,5.0,,2024-01-04 09:25:20,2024-03-26 16:51:13,1371747,FRACHT FRANCE Dunkerque
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,16.0,16.0,256.0,,2020-09-07 16:08:59,2024-03-26 16:53:49,424402,FRACHT FRANCE Lesquin
1 - Licenses and options,1 adresse IP publique IPV4,5.0,1.0,5.0,,2020-09-07 16:08:59,2024-03-26 16:53:49,424402,FRACHT FRANCE Lesquin
2 - Telephone lines,Ligne Analogique,19.0,1.0,19.0,NDI : 03.20.94.40.97,2020-09-07 16:08:59,2020-09-21 17:32:01,424402,FRACHT FRANCE Lesquin
3 - Access links,Abonnement Fibre dédiée,240.0,1.0,240.0,,2020-09-07 16:08:59,2024-03-21 13:41:06,424402,FRACHT FRANCE Lesquin
3 - Access links,Abonnement Routeur 4G - Forfait 10Go,24.0,1.0,24.0,,2020-09-07 16:08:59,2023-09-06 17:11:53,424402,FRACHT FRANCE Lesquin
5 - Service Pack,Hébergement Coeur de système - Téléphonie IP,15.0,1.0,15.0,,2020-09-07 16:08:59,2024-03-26 16:53:49,424402,FRACHT FRANCE Lesquin
5 - Service Pack,Maintenance Mensuelle,30.0,1.0,30.0,,2020-09-07 16:08:59,2023-09-06 17:11:53,424402,FRACHT FRANCE Lesquin
6 - Hardware,Routeur FTTO - Multi Vlan,10.0,1.0,10.0,,2020-09-07 16:08:59,2024-03-21 13:41:06,424402,FRACHT FRANCE Lesquin
8 - Various,8 adresses IP publique IPV4,24.0,1.0,24.0,,2020-09-07 16:08:59,2024-03-26 16:53:49,424402,FRACHT FRANCE Lesquin
1 - Licenses and options,4 adresses IP publique IPV4,12.0,1.0,12.0,,2020-12-09 14:56:45,2024-03-26 16:54:41,737328,FRACHT FRANCE Strasbourg
3 - Access links,Accès Internet - Fibre Dédiée FTTO - 100 Mbps - Symétrique et garanti,325.0,1.0,325.0,,2020-12-09 14:56:45,2024-03-26 16:54:41,737328,FRACHT FRANCE Strasbourg
6 - Hardware,Routeur Internet - Supervision - Compatible VRRP,10.0,1.0,10.0,,2020-12-09 14:56:45,2024-03-26 16:54:41,737328,FRACHT FRANCE Strasbourg
3 - Access links,Accès Internet - Fibre Dédiée FTTO - 100 Mbps symétrique et garanti,300.0,1.0,300.0,,2024-11-07 14:29:04,2024-11-07 14:29:04,1545593,GODART DISTRIBUTION
7 - Mobile,Business Smartphone 1 Go,12.0,2.0,24.0,,2025-01-03 15:02:14,2025-01-03 15:02:14,1545593,GODART DISTRIBUTION
7 - Mobile,Business Smartphone 20 Go,24.0,6.0,144.0,,2025-01-03 15:02:14,2025-01-03 15:02:14,1545593,GODART DISTRIBUTION
1 - Licenses and options,Hébergement Coeur de Système,25.0,1.0,25.0,,2022-05-18 11:25:26,2024-01-30 10:28:08,1021246,GREBERT STEPHANIE - SWISS LIFE
1 - Licenses and options,Hébergement Contact Expérience - Cloud sécurité - Téléphonie IP,99.0,1.0,99.0,,2024-09-24 11:06:18,2024-09-24 11:06:18,1021246,GREBERT STEPHANIE - SWISS LIFE
1 - Licenses and options,Licence utilisateur,20.0,2.0,40.0,,2022-05-18 11:25:26,2024-01-30 10:28:08,1021246,GREBERT STEPHANIE - SWISS LIFE
1 - Licenses and options,Remise N'Co Services,-40.0,1.0,-40.0,,2024-09-24 11:06:18,2024-09-24 11:06:18,1021246,GREBERT STEPHANIE - SWISS LIFE
3 - Access links,Business Data 50 Go,29.0,1.0,29.0,,2024-01-30 16:37:12,2024-08-06 11:53:57,1021246,GREBERT STEPHANIE - SWISS LIFE
6 - Hardware,Location Routeur Internet - Supervision - Compatible VRRP,10.0,1.0,10.0,,2024-01-30 16:37:12,2024-01-30 16:37:12,1021246,GREBERT STEPHANIE - SWISS LIFE
7 - Mobile,Remise Parc > 20 lignes,-12.0,1.0,-12.0,,2023-11-30 10:24:09,2023-11-30 10:24:09,623320,GRPT EMPLOY INSERTION QUALIF EMPLOI HAND
7 - Mobile,Smartphone Business 20 Go,24.0,10.0,240.0,,2020-01-08 11:33:25,2023-11-30 10:24:09,623320,GRPT EMPLOY INSERTION QUALIF EMPLOI HAND
1 - Licenses and options,Application smartphone,2.5,2.0,5.0,,2023-01-20 16:59:35,2023-06-06 16:45:41,1148860,HAUTMONT FINANCEMENT
1 - Licenses and options,Hébergement coeur de système,20.0,1.0,20.0,,2023-01-20 16:59:35,2023-01-20 16:59:35,1148860,HAUTMONT FINANCEMENT
1 - Licenses and options,Licence utilisateur illimité F/M France,15.0,2.0,30.0,,2023-01-20 16:59:35,2023-06-06 16:45:41,1148860,HAUTMONT FINANCEMENT
1 - Licenses and options,Remise Application smartphone,-2.5,2.0,-5.0,,2023-06-06 16:45:41,2023-06-06 16:45:41,1148860,HAUTMONT FINANCEMENT
1 - Licenses and options,Remise sur abonnement,-10.0,1.0,-10.0,,2023-01-20 16:59:35,2023-01-20 16:59:35,1148860,HAUTMONT FINANCEMENT
3 - Access links,Lien fibre mutualisé FTTH,49.0,1.0,49.0,,2023-01-20 16:59:35,2023-01-20 16:59:35,1148860,HAUTMONT FINANCEMENT
3 - Access links,Accès Internet - Fibre Dédiée FTTO - 1 Gbps,449.0,1.0,449.0,,2019-02-11 15:46:04,2024-10-08 09:12:15,409607,HAUTS-DE-FRANCE TOURISME
7 - Mobile,Business Smartphone 100 Go,45.0,1.0,45.0,,2020-08-11 11:59:13,2024-07-25 15:54:31,409607,HAUTS-DE-FRANCE TOURISME
7 - Mobile,Business Smartphone 20 Go,24.0,9.0,216.0, ,2018-11-07 10:10:05,2024-07-25 15:54:31,409607,HAUTS-DE-FRANCE TOURISME
7 - Mobile,Business Smartphone 5 Go,18.0,7.0,126.0,,2022-03-09 09:06:46,2025-05-05 13:44:21,409607,HAUTS-DE-FRANCE TOURISME
7 - Mobile,Business Smartphone 50 Go,34.0,2.0,68.0,,2022-03-29 10:29:59,2024-07-25 15:54:31,409607,HAUTS-DE-FRANCE TOURISME
7 - Mobile,Business Voix et SMS,9.0,5.0,45.0,,2022-03-09 09:06:46,2024-08-30 09:57:37,409607,HAUTS-DE-FRANCE TOURISME
7 - Mobile,Accès internet mobile 20 Go,19.0,3.0,57.0,,2018-06-29 14:45:36,2024-07-25 15:54:31,409607,HAUTS-DE-FRANCE TOURISME
7 - Mobile,Accès internet mobile 5 Go,14.0,1.0,14.0,,2022-03-09 09:06:46,2024-07-25 15:54:31,409607,HAUTS-DE-FRANCE TOURISME
7 - Mobile,Accès internet mobile 50 Go,26.0,1.0,26.0,Christophe SERIEYS,2018-06-29 14:45:36,2024-07-25 15:54:31,409607,HAUTS-DE-FRANCE TOURISME
1 - Licenses and options,Bandeau Agent,49.0,3.0,147.0,,2022-01-13 15:49:58,2024-04-15 14:17:23,909587,HOMZA
1 - Licenses and options,Hébergement Coeur de système - Téléphonie IP,25.0,1.0,25.0,,2021-11-15 14:21:30,2024-04-15 14:17:23,909587,HOMZA
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations (site Cambrai),15.0,1.0,15.0,,2021-11-15 14:19:20,2024-04-15 14:17:23,909587,HOMZA
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations (site Saint Laurent Blangy),15.0,8.0,120.0,,2021-11-15 14:19:20,2024-04-15 14:17:23,909587,HOMZA
3 - Access links,Accès Internet - Fibre Dédiée FTTO - 100 Mbps - Symétrique et garanti,339.0,1.0,339.0,,2021-11-08 14:04:50,2024-04-15 14:17:23,909587,HOMZA
3 - Access links,Accès Internet - VDSL (site CAMBRAI),59.0,1.0,59.0,,2021-11-09 10:13:33,2024-04-15 14:17:23,909587,HOMZA
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,0.5,24.0,12.0,,2021-11-15 14:19:20,2024-04-15 14:17:23,909587,HOMZA
5 - Service Pack,Serveur vocal Interactif version centre d'appels,150.0,1.0,150.0,,2022-01-13 15:49:58,2023-12-11 11:06:07,909587,HOMZA
6 - Hardware,Routeur Internet - Supervision - Compatible VRRP,10.0,1.0,10.0,,2021-11-08 14:04:50,2024-04-15 14:17:23,909587,HOMZA
6 - Hardware,Routeur Internet - Supervision - Compatible VRRP,10.0,1.0,10.0,,2021-11-09 10:13:33,2024-04-15 14:17:23,909587,HOMZA
7 - Mobile,Abonnement data only - Réseau Orange 10Go,24.0,1.0,24.0,,2021-11-02 10:09:17,2023-12-11 11:06:06,909587,HOMZA
8 - Various,Remise licence agent,-5.0,3.0,-15.0,,2022-01-13 15:49:58,2023-12-11 11:06:07,909587,HOMZA
8 - Various,Remise client,-3.0,1.0,-3.0,,2021-11-02 10:09:17,2023-12-11 11:06:06,909587,HOMZA
7 - Mobile,Business Smartphone 20 Go,21.0,2.0,42.0,,2023-06-15 11:57:20,2025-05-16 10:35:16,1274018,HUYON TOIT
7 - Mobile,Business Smartphone 5 Go,16.0,2.0,32.0,,2023-06-15 11:57:20,2025-05-16 10:35:16,1274018,HUYON TOIT
7 - Mobile,Business Smartphone 50 Go,25.0,2.0,50.0,,2023-06-15 11:57:20,2025-05-16 10:35:16,1274018,HUYON TOIT
7 - Mobile,Remise avantage client [>5 lignes],-6.2,1.0,-6.2,,2023-06-15 16:46:02,2025-05-16 10:35:16,1274018,HUYON TOIT
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,13.0,4.0,52.0,,2019-04-25 14:08:20,2024-02-29 14:45:45,519775,IMMOBILIERE DE NEUVILLE
2 - Telephone lines,Hébergement Coeur de système - Téléphonie IP,20.0,1.0,20.0,,2019-04-25 14:08:20,2024-03-25 14:58:19,519775,IMMOBILIERE DE NEUVILLE
3 - Access links,VDSL,59.0,1.0,59.0,,2019-04-25 14:08:20,2019-05-09 15:12:52,519775,IMMOBILIERE DE NEUVILLE
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,0.5,8.0,4.0,,2019-05-16 17:32:12,2024-02-29 14:45:45,519775,IMMOBILIERE DE NEUVILLE
6 - Hardware,Matériel informatique - Switch avec installation,7.9,1.0,7.9,,2024-03-26 08:50:51,2024-03-26 08:50:51,519775,IMMOBILIERE DE NEUVILLE
6 - Hardware,Routeur,3.95,1.0,3.95,,2019-04-25 14:08:20,2019-05-09 15:12:52,519775,IMMOBILIERE DE NEUVILLE
1 - Licenses and options,Application Fax 2 Mail,9.0,1.0,9.0,,2023-02-28 14:40:40,2024-12-23 15:55:24,669607,INFODIS IT
1 - Licenses and options,Hébergement Coeur de système - Téléphonie IP,39.0,1.0,39.0,,2023-02-28 14:40:40,2024-12-23 15:55:24,669607,INFODIS IT
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,18.0,1.0,18.0,,2023-02-28 14:40:40,2024-12-23 15:55:24,669607,INFODIS IT
7 - Mobile,Accès Internet mobile 250 Go,129.0,1.0,129.0,,2020-03-20 17:31:02,2024-12-23 15:55:24,669607,INFODIS IT
7 - Mobile,Business Smartphone 20 Go,25.0,2.0,50.0,,2021-12-07 10:49:37,2024-12-23 15:55:24,669607,INFODIS IT
1 - Licenses and options,Hébergement Coeur de système - Téléphonie IP,15.0,1.0,15.0,,2020-11-09 15:05:03,2024-04-15 14:26:57,733351,INK ARCHITECTES & SCÉNOGRAPHES
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,9.0,2.0,18.0,,2021-01-07 15:57:11,2024-04-15 14:26:57,733351,INK ARCHITECTES & SCÉNOGRAPHES
3 - Access links,Accès Internet - Fibre Dédiée FTTO - 20 Mbps Burst 100 Mbps - Symétrique et garanti,239.0,1.0,239.0,,2020-10-16 14:28:00,2024-09-16 11:26:20,733351,INK ARCHITECTES & SCÉNOGRAPHES
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,0.55,2.0,1.1,,2020-11-09 15:05:03,2024-04-15 14:26:57,733351,INK ARCHITECTES & SCÉNOGRAPHES
6 - Hardware,Routeur Internet - Supervision - Compatible VRRP,0.0,1.0,0.0,,2020-10-16 14:28:00,2024-04-15 14:26:57,733351,INK ARCHITECTES & SCÉNOGRAPHES
1 - Licenses and options,Abonnement DETOXIO 1-25 IP,44.0,1.0,44.0,,2023-03-30 16:16:44,2023-03-30 16:16:44,711092,JEAN-MARC ESCUDIE ARCHITECTURE
1 - Licenses and options,Abonnement équipements protégés,1.5,17.0,25.5,,2023-03-30 16:16:44,2023-03-30 16:16:44,711092,JEAN-MARC ESCUDIE ARCHITECTURE
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,36.0,1.0,36.0,,2021-01-07 14:12:02,2024-04-15 14:27:42,792930,JEANENCE COIFFURE
1 - Licenses and options,Hébergement Coeur de système - Téléphonie IP,25.0,1.0,25.0,,2025-02-11 13:32:29,2025-02-11 13:32:29,1627524,KVDS
1 - Licenses and options,Licence utilisateur,12.0,5.0,60.0,,2025-02-11 13:32:29,2025-02-11 13:32:29,1627524,KVDS
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,0.5,1.0,0.5,,2025-02-11 13:32:29,2025-02-11 13:32:29,1627524,KVDS
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,15.0,3.0,45.0,,2021-04-29 09:28:48,2024-04-15 14:32:15,840241,L'ESPRIT DE TERROIR
3 - Access links,Accès Internet - Fibre Mutualisée FTTH - 1 Gbps Max,79.0,1.0,79.0,,2021-04-29 09:28:48,2024-04-15 14:32:15,840241,L'ESPRIT DE TERROIR
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,0.5,4.0,2.0,,2021-04-29 09:28:48,2024-04-15 14:32:15,840241,L'ESPRIT DE TERROIR
6 - Hardware,Routeur Internet - Supervision - Compatible VRRP,0.0,1.0,0.0,,2024-04-15 14:32:15,2024-04-15 14:32:15,840241,L'ESPRIT DE TERROIR
7 - Mobile,Business Smartphone 20 Go,22.0,1.0,22.0,,2021-04-29 09:28:48,2024-04-15 14:32:15,840241,L'ESPRIT DE TERROIR
1 - Licenses and options,Abonnement DETOXIO 1-10 postes,35.0,1.0,35.0,Mairie Heninel,2022-11-19 07:55:27,2023-01-04 11:31:27,1069892,L'INFORMATIQUE DE L'ARTOIS
1 - Licenses and options,Abonnement DETOXIO 10-20 postes,47.0,1.0,47.0,Maison médicale croisilles,2022-06-02 11:24:44,2023-01-04 11:31:27,1069892,L'INFORMATIQUE DE L'ARTOIS
1 - Licenses and options,Licence CLEANER 1-10 postesostes,6.0,1.0,6.0,Mairie Heninel,2022-11-19 07:55:27,2023-01-04 11:31:27,1069892,L'INFORMATIQUE DE L'ARTOIS
1 - Licenses and options,Licence CLEANER 10-20 postes,8.0,1.0,8.0,Maison médicale croisille,2022-06-02 11:24:44,2023-01-04 11:31:27,1069892,L'INFORMATIQUE DE L'ARTOIS
1 - Licenses and options,Application Softphone Doko,0.0,5.0,0.0,,2019-05-28 16:53:00,2024-04-15 14:33:40,540406,LA MAISON DU CHAUFFAGE
1 - Licenses and options,Hébergement Cloud,30.0,1.0,30.0,,2019-05-28 16:53:00,2023-12-11 11:09:08,540406,LA MAISON DU CHAUFFAGE
1 - Licenses and options,Hébergement Coeur de système - Téléphonie IP,144.0,1.0,144.0,,2023-07-17 11:59:50,2024-04-15 14:33:40,540406,LA MAISON DU CHAUFFAGE
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,12.0,15.0,180.0,,2019-05-28 16:53:00,2024-04-15 14:33:40,540406,LA MAISON DU CHAUFFAGE
1 - Licenses and options,Remise N'CO SERVICES,-5.0,1.0,-5.0,,2023-07-17 11:59:50,2023-12-11 11:09:08,540406,LA MAISON DU CHAUFFAGE
7 - Mobile,Business Smartphone 20 Go,24.0,1.0,24.0,,2020-03-11 09:31:18,2024-08-26 11:51:32,664998,LABEL FRITE
1 - Licenses and options,Abonnement DETOXIO 125-250 IP,98.0,1.0,98.0,,2023-02-27 13:11:31,2023-02-27 13:11:31,1212156,LE CEDRE
1 - Licenses and options,Abonnement équipement protégés,0.75,179.0,134.25,,2023-02-27 13:11:31,2023-02-27 13:11:31,1212156,LE CEDRE
8 - Various,Remise adhérent Cèdre : -12%,-27.87,1.0,-27.87,,2023-02-27 13:11:31,2023-12-12 08:01:43,1212156,LE CEDRE
8 - Various,Remise exceptionnelle partenariat N'co Services - Le Cèdre,-50.0,1.0,-50.0,,2023-02-27 13:11:31,2023-02-27 13:11:31,1212156,LE CEDRE
1 - Licenses and options,Hébergement Coeur de système - Téléphonie IP,25.0,1.0,25.0,,2023-01-27 16:50:18,2024-12-23 11:31:09,1188792,LE GARAGE DES FRANCS
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,25.0,4.0,100.0,,2023-01-27 16:50:18,2024-12-23 11:31:09,1188792,LE GARAGE DES FRANCS
1 - Licenses and options,Remise,-45.0,1.0,-45.0,,2023-01-27 16:50:18,2024-12-23 11:31:09,1188792,LE GARAGE DES FRANCS
7 - Mobile,Business smartphone data,24.0,1.0,24.0,,2023-01-27 16:50:18,2024-12-23 11:31:09,1188792,LE GARAGE DES FRANCS
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,10.0,4.0,40.0,,2020-11-04 14:22:45,2024-11-04 11:12:14,476989,LE MAILLON C2R
2 - Telephone lines,Hébergement Coeur de système - Téléphonie IP,50.0,1.0,50.0,,2019-07-09 14:20:34,2024-04-15 14:40:41,476989,LE MAILLON C2R
3 - Access links,Accès Fibre - Fibre Mutualisée FTTH - 1 Gbps Max,54.0,1.0,54.0,Landrecies,2024-11-04 11:12:14,2024-11-04 11:12:14,476989,LE MAILLON C2R
3 - Access links,Accès Internet - Fibre Access - 100 / 2 Mbps,139.0,1.0,139.0,,2019-06-14 11:29:56,2024-04-15 14:40:41,476989,LE MAILLON C2R
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,0.8,10.0,8.0,,2019-07-09 14:20:34,2024-04-15 14:40:41,476989,LE MAILLON C2R
6 - Hardware,Routeur Internet - Supervision - Compatible VRRP,10.0,1.0,10.0,,2019-06-14 11:29:56,2024-11-04 11:12:14,476989,LE MAILLON C2R
6 - Hardware,Routeur Internet - Supervision - Compatible VRRP,5.0,1.0,5.0,Landrecies,2024-11-04 11:12:14,2024-11-04 11:12:14,476989,LE MAILLON C2R
7 - Mobile,Business Smartphone 20 Go,23.9,1.0,23.9,,2019-01-07 11:19:02,2024-04-15 14:40:41,476989,LE MAILLON C2R
7 - Mobile,Business Smartphone 50 Go,28.9,1.0,28.9,,2023-03-13 13:57:28,2024-04-15 14:40:41,476989,LE MAILLON C2R
7 - Mobile,Forfait Smartphone Business Orange 3Go,16.0,1.0,16.0,,2019-01-07 11:19:02,2023-10-12 10:21:58,476989,LE MAILLON C2R
3 - Access links,Accès Internet - Fibre Mutualisée FTTH - 1 Gbps Max,55.0,1.0,55.0,Site Anzin,2022-09-12 15:07:54,2024-04-15 14:43:33,476966,LE MAILLON C2RI
6 - Hardware,Routeur Internet - Supervision - Compatible VRRP,5.0,1.0,5.0,,2022-09-12 15:07:54,2024-04-15 14:43:33,476966,LE MAILLON C2RI
7 - Mobile,Accès internet mobile 1 Go,11.9,1.0,11.9,Tablette,2022-06-02 10:26:08,2024-04-15 14:43:33,476966,LE MAILLON C2RI
7 - Mobile,Business Smartphone 1 Go,11.9,1.0,11.9,,2022-06-30 15:41:49,2024-04-15 14:43:33,476966,LE MAILLON C2RI
7 - Mobile,Business Voix et SMS,9.0,3.0,27.0,,2019-01-07 11:07:27,2024-04-15 14:43:33,476966,LE MAILLON C2RI
7 - Mobile,Forfait Business Smartphone 3Go Orange,16.0,1.0,16.0,,2019-01-07 11:07:27,2023-10-12 10:23:01,476966,LE MAILLON C2RI
7 - Mobile,Forfait SMS illilmités Orange,9.0,1.0,9.0,,2019-01-07 11:07:27,2023-10-12 10:23:01,476966,LE MAILLON C2RI
8 - Various,Remise commerciale,-5.0,1.0,-5.0,,2022-09-12 15:07:54,2022-09-12 15:07:54,476966,LE MAILLON C2RI
1 - Licenses and options,Coeur de système - Serveur Vocal Intéractif,65.0,1.0,65.0,,2025-01-16 14:05:06,2025-01-16 14:05:06,1592682,LE RESTAURANT DE L'HIPPODROME
1 - Licenses and options,Licence utilisateur,15.0,2.0,30.0,,2025-01-16 14:05:06,2025-01-16 14:05:06,1592682,LE RESTAURANT DE L'HIPPODROME
3 - Access links,Accès Internet - Fibre Mutualisée FTTH,59.0,1.0,59.0,+ Routeur,2024-12-05 13:20:04,2025-01-09 15:31:13,1592682,LE RESTAURANT DE L'HIPPODROME
6 - Hardware,Matériels,45.0,1.0,45.0,,2025-01-16 14:05:06,2025-01-16 14:05:06,1592682,LE RESTAURANT DE L'HIPPODROME
1 - Licenses and options,Déploiement MPLS - Cloud Firewall,19.0,1.0,19.0,,2024-08-29 09:58:21,2024-08-29 09:58:21,1311800,LOCAMIA - Site Dunkerque
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,13.0,2.0,26.0,,2023-09-12 10:49:54,2024-05-07 14:59:24,1311800,LOCAMIA - Site Dunkerque
1 - Licenses and options,Licence PREMIUM,47.0,1.0,47.0,,2023-09-12 10:49:54,2024-05-07 14:59:24,1311800,LOCAMIA - Site Dunkerque
5 - Service Pack,Maintenance et supervision - Multisite,10.0,1.0,10.0,,2023-09-12 10:53:31,2024-05-07 14:59:24,1311800,LOCAMIA - Site Dunkerque
6 - Hardware,Matériels téléphonique,3.77,2.0,7.54,,2023-09-12 10:53:31,2024-05-07 14:59:24,1311800,LOCAMIA - Site Dunkerque
6 - Hardware,Routeur Internet - Supervision - Compatible VRRP,10.0,1.0,10.0,,2023-09-12 10:49:54,2024-05-07 14:59:24,1311800,LOCAMIA - Site Dunkerque
7 - Mobile,Accès internet mobile 100 Go,35.0,1.0,35.0,,2023-09-12 10:49:54,2024-05-07 14:59:24,1311800,LOCAMIA - Site Dunkerque
1 - Licenses and options,Déploiement MPLS - Cloud Firewall,19.0,1.0,19.0,,2024-07-11 14:21:02,2024-08-29 10:00:31,1289778,LOCAMIA - Site Fretin
1 - Licenses and options,Licence PREMIUM,47.0,11.0,517.0,,2023-12-11 14:02:50,2025-05-05 10:53:31,1289778,LOCAMIA - Site Fretin
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,13.0,6.0,78.0,,2023-10-12 15:24:02,2024-05-07 15:00:16,1289778,LOCAMIA - Site Fretin
3 - Access links,Accès Internet - Fibre Dédiée FTTO - 100 Mbps - Symétrique et garanti,359.0,1.0,359.0,,2024-07-11 14:11:51,2024-07-11 14:12:59,1289778,LOCAMIA - Site Fretin
3 - Access links,Back-up 4G VRRP,19.0,1.0,19.0,,2023-10-12 15:24:02,2024-05-07 15:00:16,1289778,LOCAMIA - Site Fretin
1 - Licenses and options,Cloud Firewall Standard,34.0,1.0,34.0,,2024-05-13 09:30:00,2024-05-13 09:30:00,622965,LOCAMIA - Site Roubaix
1 - Licenses and options,Déploiement MPLS - Cloud Firewall,19.0,1.0,19.0,,2024-05-13 09:30:00,2024-05-13 09:30:00,622965,LOCAMIA - Site Roubaix
1 - Licenses and options,Licence PREMIUM,47.0,2.0,94.0,,2023-07-18 14:11:29,2024-05-07 15:00:20,622965,LOCAMIA - Site Roubaix
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,13.0,5.0,65.0,,2023-10-03 10:51:11,2024-05-07 15:00:20,622965,LOCAMIA - Site Roubaix
3 - Access links,Accès Internet - Fibre Mutualisée FTTH - 1 Gbps Max,69.0,1.0,69.0,,2023-09-19 13:19:48,2024-05-07 15:00:20,622965,LOCAMIA - Site Roubaix
3 - Access links,Back-up 4G VRRP,19.0,1.0,19.0,,2023-09-19 13:19:48,2024-05-07 15:00:20,622965,LOCAMIA - Site Roubaix
5 - Service Pack,"Installation, paramétrage, chefferie et formation - Multi site",29.9,1.0,29.9,,2023-10-03 10:56:28,2024-05-07 15:00:20,622965,LOCAMIA - Site Roubaix
5 - Service Pack,Maintenance et supervision - Multi site,30.0,1.0,30.0,,2023-10-03 10:56:28,2024-05-07 15:00:20,622965,LOCAMIA - Site Roubaix
5 - Service Pack,PACK BOOST,59.0,1.0,59.0,,2023-07-18 14:11:29,2024-05-07 15:00:20,622965,LOCAMIA - Site Roubaix
6 - Hardware,Matériel informatique - Routeur informatique - VRRP,50.0,1.0,50.0,,2023-10-03 10:54:48,2024-05-07 15:00:20,622965,LOCAMIA - Site Roubaix
6 - Hardware,Matériel téléphonique - poste fixe et sans fil,49.0,1.0,49.0,,2023-10-03 10:53:06,2024-05-07 15:00:20,622965,LOCAMIA - Site Roubaix
6 - Hardware,Serveur SUNBREN avec PRA,50.0,1.0,50.0,,2023-07-18 14:11:29,2024-05-07 15:00:20,622965,LOCAMIA - Site Roubaix
1 - Licenses and options,Licence PREMIUM,47.0,1.0,47.0,,2023-12-11 13:56:05,2024-05-07 15:00:24,1289782,LOCAMIA - Site Roye
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,13.0,2.0,26.0,,2023-09-12 10:40:22,2024-05-07 15:00:24,1289782,LOCAMIA - Site Roye
5 - Service Pack,Déploiement MPLS - Cloud Firewall,19.0,1.0,19.0,,2024-06-24 10:53:46,2024-06-24 10:53:46,1289782,LOCAMIA - Site Roye
5 - Service Pack,Maintenance et supervision - Multisite,10.0,1.0,10.0,,2023-09-12 11:33:23,2024-05-07 15:00:24,1289782,LOCAMIA - Site Roye
7 - Mobile,Accès internet mobile 100 Go,35.0,1.0,35.0,,2023-09-12 10:40:22,2024-05-07 15:00:24,1289782,LOCAMIA - Site Roye
7 - Mobile,Business Smartphone 50 Go,29.0,1.0,29.0,,2018-04-27 11:07:51,2024-04-15 14:49:36,390303,LP STRATOS
7 - Mobile,Business Smartphone 20 Go,25.0,1.0,25.0,,2024-01-15 11:39:55,2024-04-16 16:27:43,1386372,LS INVEST
7 - Mobile,Remise Parc supérieur à 10 lignes -5 % sur les abonnements,-1.25,1.0,-1.25,,2024-01-15 11:39:55,2024-01-15 11:39:55,1386372,LS INVEST
1 - Licenses and options,Application Softphone Doko,3.0,1.0,3.0,,2022-03-03 09:15:03,2024-04-15 14:51:11,456861,LUDO BALAYAGE
